MSOA,LSOA,Consumption (kWh),Number of meters,Mean consumption (kWh per meter),Median consumption (kWh per meter)
S02001387,S01007380,3645032.71,241,15124.62,14148.66
S02001388,S01007381,5442768.09,272,20010.18,17280.97
S02001388,S01007382,5198361.74,256,20306.1,18780.97
S02001388,S01007383,6360841.43,343,18544.73,14845.39
S02001388,S01007384,5374281.47,327,16435.11,14263.63
S02001388,S01007385,6662722.5,404,16491.89,14913.28
S02001388,S01007386,8054370.66,293,27489.32,25150.64
S02001389,S01007387,7846840.44,286,27436.51,24024.78
S02001389,S01007388,5678636.27,259,21925.24,20654.11
S02001389,S01007389,3380229.93,334,10120.45,10610.01
S02001389,S01007390,2651884.04,217,12220.66,11596.63
S02001389,S01007391,4286647.18,225,19051.77,17624.38
S02001389,S01007392,4767233.89,208,22919.39,19324.58
S02001389,S01007393,6565035.68,273,24047.75,21166.5
S02001390,S01007394,5873217.05,295,19909.21,17389.49
S02001390,S01007395,5426027.75,519,10454.77,8879.09
S02001390,S01007396,4818895.94,458,10521.61,8938.55
S02001390,S01007397,8440078.3,441,19138.5,15622.4
S02001391,S01007398,3048465.81,285,10696.37,10142.72
S02001391,S01007399,2845694.75,324,8783.01,7594.65
S02001391,S01007400,5449300.3,326,16715.65,13953.91
S02001391,S01007401,4937236.87,308,16029.99,14060.95
S02001391,S01007402,4097142.72,259,15819.08,14666.01
S02001391,S01007403,4067256.69,283,14371.93,13225.97
S02001392,S01007404,-,-,-,-
S02001392,S01007405,4435169.47,226,19624.64,17839.94
S02001392,S01007406,5066731.42,235,21560.56,19991.08
S02001392,S01007407,5525479.68,318,17375.72,17412.29
S02001392,S01007408,3515672.94,265,13266.69,11273.54
S02001576,S01008417,4402119.92,255,17263.22,16967.29
S02001576,S01008418,3943470.76,275,14339.89,14070.37
S02001576,S01008419,3430227.95,162,21174.25,19649.16
S02001576,S01008420,3194341.92,191,16724.3,16321.11
S02001576,S01008421,5140183.35,371,13854.94,12473.74
S02001576,S01008422,5325861.25,207,25728.8,23780.97
S02001576,S01008423,8539470.76,330,25877.18,24493.56
S02001576,S01008424,7979540.14,335,23819.52,22094.15
S02001577,S01008425,6024028.74,361,16687.06,15137.76
S02001577,S01008426,3425004.96,266,12875.96,12671.46
S02001577,S01008427,5412157.58,396,13667.06,13373.64
S02001577,S01008428,4089722.5,330,12393.1,11517.84
S02001578,S01008429,6321160.56,401,15763.49,15490.58
S02001578,S01008430,5601565.91,303,18487.02,17511.4
S02001578,S01008431,5587592.67,350,15964.55,16002.48
S02001578,S01008432,4974026.76,285,17452.73,16989.1
S02001579,S01008433,4207027.75,347,12124,11911.79
S02001579,S01008434,4193726.46,321,13064.57,12632.31
S02001579,S01008435,4725096.13,297,15909.41,14455.9
S02001579,S01008436,6867263.63,383,17930.19,15629.34
S02001579,S01008437,5059132.8,318,15909.22,13065.91
S02001580,S01008438,4182356.79,242,17282.47,15622.89
S02001580,S01008439,9556574.83,437,21868.59,19650.15
S02001580,S01008440,9712476.71,397,24464.68,23195.24
S02001580,S01008441,3460699.7,186,18605.91,17183.85
S02001580,S01008442,5391492.57,319,16901.23,14495.54
S02001580,S01008443,6183893.95,239,25874.03,24596.63
S02001581,S01008444,3700370.66,221,16743.76,16255.7
S02001581,S01008445,3524345.89,234,15061.31,13365.71
S02001581,S01008446,7437705.65,348,21372.72,20455.9
S02001581,S01008447,6920720.52,288,24030.28,21435.08
S02001581,S01008448,6584568.88,323,20385.66,19068.38
S02001582,S01008449,3176549.06,342,9288.16,8168.98
S02001582,S01008450,1970869.18,233,8458.67,7879.09
S02001582,S01008451,2654108.03,316,8399.08,7655.6
S02001582,S01008452,1978704.66,235,8420.02,7906.84
S02001582,S01008453,423127.85,44,9616.54,9510.9
S02001583,S01008454,3035924.68,342,8876.97,7617.44
S02001583,S01008455,2927208.13,365,8019.75,7604.56
S02001583,S01008456,2094202.18,261,8023.76,7579.78
S02001583,S01008457,2797202.18,351,7969.24,7544.1
S02001583,S01008458,4331163.53,418,10361.64,9871.66
S02001584,S01008459,3126184.34,383,8162.36,7716.55
S02001584,S01008460,2826347.87,372,7597.71,7051.04
S02001584,S01008461,3602729.44,459,7849.08,7239.84
S02001584,S01008462,940661.05,98,9598.58,8635.78
S02001584,S01008463,2645541.13,363,7287.99,6680.87
S02001585,S01008464,4019201.19,403,9973.2,9694.75
S02001585,S01008465,3696431.12,360,10267.86,10040.63
S02001585,S01008466,3152095.14,307,10267.41,10147.67
S02001585,S01008467,3561488.6,322,11060.52,10807.73
S02001586,S01008468,2494477.7,207,12050.62,10536.17
S02001586,S01008469,2909368.68,244,11923.64,11254.71
S02001586,S01008470,3820467.79,401,9527.35,8829.53
S02001586,S01008471,3416780.97,350,9762.23,9105.55
S02001586,S01008472,2825263.63,248,11392.19,9817.15
S02001587,S01008473,2752007.93,316,8708.89,8598.12
S02001587,S01008474,3229873.14,415,7782.83,7170.47
S02001587,S01008475,3148936.57,356,8845.33,8342.91
S02001587,S01008476,3556507.43,409,8695.62,7939.54
S02001587,S01008477,4046503.47,473,8554.98,7732.41
S02001587,S01008478,3653230.92,343,10650.82,9454.91
S02001587,S01008479,3888991.08,424,9172.15,8432.61
S02001587,S01008480,2170214.07,276,7863.09,7080.28
S02001588,S01008481,4582916.75,387,11842.16,11114.97
S02001588,S01008482,3571445,298,11984.71,10169.97
S02001588,S01008483,2909495.54,301,9666.1,9729.44
S02001588,S01008484,4102470.76,332,12356.84,11994.55
S02001588,S01008485,4936311.2,422,11697.42,11607.04
S02001589,S01008486,4840776.02,423,11443.91,10192.27
S02001589,S01008487,4717010.9,512,9212.91,7855.3
S02001589,S01008488,4388119.92,445,9860.94,9194.25
S02001589,S01008489,2960929.63,294,10071.19,9178.89
S02001589,S01008490,4213865.21,503,8377.47,6994.05
S02001589,S01008491,2856610.51,341,8377.16,7039.64
S02001590,S01008492,3545942.52,557,6366.14,4993.06
S02001590,S01008493,3395634.29,361,9406.19,8506.44
S02001590,S01008494,2562036.67,351,7299.25,5642.22
S02001590,S01008495,3061655.1,507,6038.77,5104.06
S02001590,S01008496,3176264.62,541,5871.1,4945.49
S02001591,S01008497,2480789.89,419,5920.74,4999.01
S02001591,S01008498,3166687.81,457,6929.29,5587.71
S02001591,S01008499,3464178.39,529,6548.54,5527.25
S02001591,S01008500,652696.73,113,5776.08,5425.17
S02001591,S01008501,1720264.62,288,5973.14,5222.99
S02001592,S01008502,2509886.03,336,7469.9,6658.57
S02001592,S01008503,3409097.13,378,9018.78,7892.47
S02001592,S01008504,5954575.82,511,11652.79,10259.66
S02001592,S01008505,4283835.48,331,12942.1,12590.68
S02001592,S01008506,5026392.47,348,14443.66,11807.73
S02001592,S01008507,4288533.2,396,10829.63,8770.56
S02001593,S01008508,6032928.64,356,16946.43,14897.42
S02001593,S01008509,7607369.67,503,15124,12889.99
S02001593,S01008510,7155318.14,420,17036.47,16165.01
S02001593,S01008511,8419148.66,362,23257.32,21167.99
S02001593,S01008512,4814191.28,214,22496.22,21141.23
S02001593,S01008513,6792284.44,283,24001.01,24179.39
S02001594,S01008514,6064896.93,326,18603.98,17967.79
S02001594,S01008515,5362956.39,299,17936.31,17236.87
S02001594,S01008516,2486385.53,323,7697.79,6383.55
S02001594,S01008517,4524597.62,404,11199.5,9799.31
S02001594,S01008518,6925741.33,344,20132.97,18167.99
S02001595,S01008519,6163598.61,287,21475.95,20671.95
S02001595,S01008520,11489314.17,421,27290.53,25878.1
S02001595,S01008521,8349808.72,345,24202.34,24570.86
S02001595,S01008522,4725918.73,233,20282.91,19141.72
S02001595,S01008523,8475551.04,453,18709.83,16097.13
S02001596,S01008524,4106874.13,450,9126.39,8083.25
S02001596,S01008525,3735525.27,399,9362.22,8544.1
S02001596,S01008526,4293507.43,406,10575.14,9840.93
S02001596,S01008527,3289999.01,324,10154.32,9813.68
S02001596,S01008528,3272949.45,295,11094.74,10819.62
S02001597,S01008529,4216556.99,347,12151.46,11281.47
S02001597,S01008530,3140059.46,376,8351.22,7744.8
S02001597,S01008531,3396241.82,363,9356.04,8496.53
S02001597,S01008532,2153270.56,196,10986.07,10849.85
S02001598,S01008533,2255027.75,206,10946.74,10980.18
S02001598,S01008534,3509131.81,274,12807.05,11951.44
S02001598,S01008535,4724020.81,284,16633.88,14881.07
S02001598,S01008536,4879442.02,248,19675.17,18971.75
S02001598,S01008537,5353563.92,280,19119.87,18693.26
S02001598,S01008538,6022617.44,243,24784.43,24157.58
S02001598,S01008539,6068778.99,315,19265.97,18643.21
S02001598,S01008540,7475903.87,377,19829.98,18857.28
S02001599,S01008541,5600323.09,325,17231.76,16790.88
S02001599,S01008542,9585857.28,617,15536.24,14521.31
S02001599,S01008543,4198464.82,259,16210.29,15300.3
S02001599,S01008544,4176922.7,202,20677.84,20013.88
S02001599,S01008545,8320938.55,323,25761.42,23785.93
S02001599,S01008546,8040279.48,351,22906.78,21696.73
S02001600,S01008547,4603347.87,379,12146.04,10897.92
S02001600,S01008548,3322762.14,288,11537.37,10696.73
S02001600,S01008549,6531918.73,510,12807.68,12481.67
S02001601,S01008550,4793131.81,323,14839.42,13774.03
S02001601,S01008551,5793012.88,498,11632.56,10686.32
S02001601,S01008552,5031663.03,328,15340.44,14246.78
S02001602,S01008553,3941991.08,285,13831.55,13385.53
S02001602,S01008554,4105895.94,356,11533.42,11055
S02001602,S01008555,4605844.4,514,8960.79,8298.81
S02001602,S01008556,3788815.66,351,10794.35,10043.61
S02001602,S01008557,5427248.76,632,8587.42,7439.05
S02001602,S01008558,3810491.58,382,9975.11,9853.32
S02001603,S01008559,3224731.42,293,11005.91,10787.91
S02001603,S01008560,3511911.79,295,11904.79,11363.73
S02001603,S01008561,3070090.19,269,11412.97,11046.58
S02001603,S01008562,2780051.54,320,8687.66,7183.85
S02001603,S01008563,4438357.78,393,11293.53,9794.85
S02001604,S01008564,3236802.78,291,11123.03,10636.27
S02001604,S01008565,4875419.23,421,11580.57,10370.66
S02001604,S01008566,4884700.69,404,12090.84,11906.84
S02001604,S01008567,3491450.94,330,10580.15,10070.86
S02001604,S01008568,2505016.85,252,9940.54,9091.18
S02001605,S01008569,339385.53,44,7713.31,6924.68
S02001605,S01008570,2794895.94,265,10546.78,10531.22
S02001605,S01008571,4264140.73,325,13120.43,12047.57
S02001605,S01008572,4388501.49,354,12396.9,11497.03
S02001606,S01008573,4172499.5,289,14437.71,14176.41
S02001606,S01008574,3858770.07,278,13880.47,13318.63
S02001606,S01008575,5649925.67,338,16715.76,16154.61
S02001606,S01008576,5221677.9,363,14384.79,13072.35
S02001607,S01008577,6336209.12,376,16851.62,16508.92
S02001607,S01008578,7185039.64,298,24110.87,23196.73
S02001607,S01008579,7618447.97,409,18627.01,17348.86
S02001607,S01008580,3004019.82,253,11873.6,10088.21
S02001608,S01008581,4620677.9,466,9915.62,9765.11
S02001608,S01008582,5695222.99,487,11694.5,10310.21
S02001608,S01008583,3587562.93,360,9965.45,9589.2
S02001608,S01008584,4114372.65,384,10714.51,9640.24
S02001608,S01008585,2930785.93,254,11538.53,11209.12
S02001608,S01008586,4112102.08,372,11054.04,10873.14
S02001609,S01008587,7113301.29,335,21233.74,19001.98
S02001609,S01008588,4519041.63,287,15745.79,14983.15
S02001609,S01008589,2305402.38,147,15683.01,14080.28
S02001609,S01008590,3644503.47,342,10656.44,8892.96
S02001609,S01008591,5341289.4,331,16136.83,14277.5
S02001609,S01008592,4549268.58,362,12567.04,10692.77
S02001609,S01008593,8626224.98,322,26789.52,25522.3
S02001609,S01008594,10389699.7,493,21074.44,17907.83
S02001610,S01008595,4085647.18,463,8824.29,7586.72
S02001610,S01008596,4053050.55,452,8966.93,8265.61
S02001610,S01008597,6154541.13,394,15620.66,14434.09
S02001610,S01008598,4398234.89,316,13918.46,11763.63
S02001611,S01008599,7615863.23,378,20147.79,15528.74
S02001611,S01008600,7374998.02,273,27014.64,23274.53
S02001611,S01008601,3923424.18,265,14805.37,10880.08
S02001611,S01008602,1846177.4,236,7822.79,6491.08
S02001611,S01008603,4539205.15,513,8848.35,7689.79
S02001612,S01008604,6571681.86,403,16306.9,10621.41
S02001612,S01008605,4152634.29,331,12545.72,8958.37
S02001612,S01008606,6565764.12,293,22408.75,19796.83
S02001612,S01008607,6459222.99,236,27369.59,25497.52
S02001612,S01008608,5050290.39,283,17845.55,16763.13
S02001612,S01008609,6219430.13,317,19619.65,17698.71
S02001612,S01008610,6066579.78,264,22979.47,18710.6
S02001613,S01008611,5886500.5,499,11796.59,7811.69
S02001613,S01008612,3478011.89,370,9400.03,8149.65
S02001613,S01008613,5411227.95,306,17683.75,11442.52
S02001613,S01008614,3127743.31,283,11052.1,8762.14
S02001613,S01008615,4694717.54,341,13767.5,10456.89
S02001613,S01008616,3419808.72,267,12808.27,11508.42
S02001614,S01008617,3819024.78,285,13400.09,13130.82
S02001614,S01008618,3176631.32,257,12360.43,10900.89
S02001614,S01008619,2707556,206,13143.48,11753.72
S02001614,S01008620,3613409.32,284,12723.27,11513.88
S02001614,S01008621,3463132.8,272,12732.11,11427.16
S02001614,S01008622,2947372.65,202,14590.95,12130.82
S02001614,S01008623,5883542.12,367,16031.45,14426.16
S02001615,S01008624,7144463.83,365,19573.87,17006.94
S02001615,S01008625,6818885.03,240,28412.02,28973.74
S02001615,S01008626,8367229.93,386,21676.76,16808.72
S02001615,S01008627,7429915.76,252,29483.79,28192.77
S02001615,S01008628,4250479.68,292,14556.44,11838.45
S02001615,S01008629,3237809.71,262,12358.05,11223.49
S02001615,S01008630,2559399.41,233,10984.55,9513.38
S02001615,S01008631,4687242.81,470,9972.86,8060.95
S02001616,S01008632,4429170.47,419,10570.81,7718.53
S02001616,S01008633,7593556,348,21820.56,16948.46
S02001616,S01008634,6141463.83,278,22091.6,18335.98
S02001616,S01008635,7006913.78,377,18585.98,15115.96
S02001616,S01008636,7304125.87,375,19477.67,15396.43
S02001616,S01008637,5705210.11,322,17718.04,14923.69
S02001617,S01008638,3803221.01,246,15460.25,12765.11
S02001617,S01008639,5708672.94,450,12685.94,9600.1
S02001617,S01008640,4434622.4,360,12318.4,11074.83
S02001617,S01008641,4299589.69,380,11314.71,10025.77
S02001617,S01008642,6032353.82,429,14061.43,10915.76
S02001617,S01008643,4601972.25,327,14073.31,11112.98
S02001617,S01008644,3200232.9,284,11268.43,9459.37
S02001618,S01008645,3386053.52,323,10483.14,9405.35
S02001618,S01008646,3458843.41,426,8119.35,7075.82
S02001618,S01008647,1796514.37,244,7362.76,6648.66
S02001618,S01008648,1913998.02,254,7535.43,6925.67
S02001618,S01008649,2422458.87,421,5754.06,4756.19
S02001618,S01008650,2816764.12,427,6596.64,5397.42
S02001619,S01008651,2342537.17,378,6197.19,5067.39
S02001619,S01008652,1452889,277,5245.09,4217.05
S02001619,S01008653,2119778.99,287,7385.99,5877.11
S02001619,S01008654,2719064.42,451,6028.97,5123.89
S02001619,S01008655,2952152.63,386,7648.06,6127.85
S02001619,S01008656,2320467.79,409,5673.52,4678.89
S02001619,S01008657,2004460.85,215,9323.07,8340.93
S02001619,S01008658,5630859.27,724,7777.43,7019.82
S02001620,S01008659,3763249.75,475,7922.63,6415.26
S02001620,S01008660,8866474.73,657,13495.4,10425.17
S02001620,S01008661,3661795.84,367,9977.65,8404.36
S02001620,S01008662,2041995.04,279,7318.98,6012.88
S02001620,S01008663,3622972.25,382,9484.22,7221.51
S02001620,S01008664,3260399.41,380,8580,7372.65
S02001620,S01008665,4837617.44,482,10036.55,7431.62
S02001621,S01008666,3676977.21,325,11313.78,9547.08
S02001621,S01008667,3721377.6,300,12404.59,10706.64
S02001621,S01008668,2490520.32,274,9089.49,7091.18
S02001621,S01008669,2207156.59,176,12540.66,10384.04
S02001621,S01008670,2930109.02,275,10654.94,9236.87
S02001621,S01008671,2907895.94,305,9534.09,8222
S02001621,S01008672,2476419.23,248,9985.56,7951.44
S02001621,S01008673,6131026.76,657,9331.85,6873.14
S02001622,S01008674,3547241.82,344,10311.75,7681.37
S02001622,S01008675,3416365.71,303,11275.13,7787.91
S02001622,S01008676,7722862.24,517,14937.84,11571.85
S02001622,S01008677,5793075.32,496,11679.59,8492.07
S02001622,S01008678,3020833.5,318,9499.48,7146.68
S02001622,S01008679,3186543.11,348,9156.73,7542.12
S02001623,S01008680,2373196.23,268,8855.21,6683.35
S02001623,S01008681,3620003.96,495,7313.14,6471.75
S02001623,S01008682,2346722.5,273,8596.05,7297.32
S02001623,S01008683,3902093.16,500,7804.19,6441.53
S02001623,S01008684,2437889,367,6642.75,6031.71
S02001623,S01008685,4795906.84,504,9515.69,7649.16
S02001624,S01008686,2775648.17,373,7441.42,5652.13
S02001624,S01008687,1998307.23,306,6530.42,5962.34
S02001624,S01008688,3214204.16,435,7388.98,5696.73
S02001625,S01008689,3563244.8,499,7140.77,6112.98
S02001625,S01008690,4689817.64,625,7503.71,6852.33
S02001625,S01008691,4401261.65,622,7075.98,6117.94
S02001625,S01008692,3533005.95,511,6913.91,5682.85
S02001625,S01008693,3003711.6,226,13290.76,13088.7
S02001626,S01008694,4318921.7,503,8586.33,7809.71
S02001626,S01008695,3911131.81,335,11675.02,10032.71
S02001626,S01008696,3830400.4,259,14789.19,14067.39
S02001626,S01008697,6988913.78,452,15462.2,14671.95
S02001626,S01008698,3381115.96,206,16413.18,16281.47
S02001626,S01008699,4191927.65,415,10101.03,8712.59
S02001626,S01008700,4867229.93,250,19468.92,17655.6
S02001627,S01008701,2783140.73,383,7266.69,5951.44
S02001627,S01008702,2013131.81,257,7833.2,6221.01
S02001627,S01008703,2823291.38,337,8377.72,7477.7
S02001627,S01008704,7190648.17,710,10127.67,8606.54
S02001627,S01008705,2211331.02,220,10051.5,8743.81
S02001628,S01008706,2361787.91,320,7380.59,7275.02
S02001628,S01008707,3322368.68,409,8123.15,7245.79
S02001628,S01008708,2823845.39,296,9540.02,8688.31
S02001628,S01008709,2605574.83,256,10178.03,9823.59
S02001628,S01008710,1536643.21,186,8261.52,7913.28
S02001628,S01008711,3421118.93,394,8683.04,8140.73
S02001629,S01008712,4220971.26,450,9379.94,8437.07
S02001629,S01008713,2469242.81,328,7528.18,6859.27
S02001629,S01008714,3143932.61,292,10766.89,8400.4
S02001629,S01008715,3629534.19,378,9601.94,9025.77
S02001629,S01008716,2513855.3,261,9631.63,9052.53
S02001630,S01008717,1884357.78,179,10527.14,9731.42
S02001630,S01008718,1861552.03,180,10341.96,9677.9
S02001630,S01008719,4655634.29,419,11111.3,10019.82
S02001630,S01008720,6031006.94,455,13254.96,11581.76
S02001630,S01008721,3385709.61,297,11399.7,10333
S02001631,S01008722,8829809.71,479,18433.84,16887.02
S02001631,S01008723,4088897.92,303,13494.71,13205.15
S02001631,S01008724,6863361.74,387,17734.78,16205.15
S02001631,S01008725,4987037.66,301,16568.23,15579.78
S02001631,S01008726,5046597.62,241,20940.24,19586.72
S02001631,S01008727,6834734.39,409,16710.84,15169.47
S02001632,S01008728,2878574.83,223,12908.41,11789.89
S02001632,S01008729,5449581.76,280,19462.79,18004.96
S02001632,S01008730,4276937.56,384,11137.86,9368.19
S02001632,S01008731,2585102.36,273,9469.24,8582.76
S02001632,S01008732,2648673.93,250,10594.7,8297.82
S02001632,S01008733,2389843.41,278,8596.56,6945
S02001633,S01008734,3379230.92,203,16646.46,14935.58
S02001633,S01008735,8818649.16,401,21991.64,21174.43
S02001633,S01008736,5964474.73,305,19555.65,19373.64
S02001633,S01008737,5943714.57,320,18574.11,18244.3
S02001633,S01008738,6261590.68,305,20529.81,19926.66
S02001634,S01008739,2699107.04,244,11061.91,10364.72
S02001634,S01008740,2963176.41,218,13592.55,12934.09
S02001634,S01008741,5018802.78,375,13383.47,12680.87
S02001634,S01008742,2070368.68,153,13531.82,11642.22
S02001635,S01008743,3502552.03,402,8712.82,8353.32
S02001635,S01008744,5749496.53,524,10972.32,10273.54
S02001635,S01008745,2242100.1,164,13671.34,12308.72
S02001635,S01008746,4553642.22,551,8264.32,7657.09
S02001636,S01008747,3071274.53,208,14765.74,14654.11
S02001636,S01008748,5402654.11,284,19023.43,18341.92
S02001636,S01008749,7599471.75,408,18626.16,17850.84
S02001636,S01008750,5533789.89,307,18025.37,17086.22
S02001637,S01008751,3480627.35,311,11191.73,10160.56
S02001637,S01008752,3628171.46,468,7752.5,7341.43
S02001637,S01008753,2372978.2,321,7392.46,7271.56
S02001637,S01008754,1785239.84,287,6220.35,5898.91
S02001637,S01008755,3547000.99,494,7180.16,6653.12
S02001638,S01008756,3354567.89,403,8323.99,7707.63
S02001638,S01008757,3241513.38,410,7906.13,7672.94
S02001638,S01008758,3759376.61,424,8866.45,8129.83
S02001638,S01008759,2919653.12,336,8689.44,8221.51
S02001638,S01008760,3090545.09,338,9143.62,8764.62
S02001638,S01008761,2884892.96,328,8795.41,8085.23
S02001639,S01008762,2462832.51,265,9293.71,8764.12
S02001639,S01008763,4923348.86,434,11344.12,10841.43
S02001639,S01008764,4359929.63,314,13885.13,12863.23
S02001639,S01008765,4726550.05,380,12438.29,10680.87
S02001639,S01008766,6720230.92,405,16593.16,14763.13
S02001639,S01008767,2890452.92,251,11515.75,10721.51
S02001640,S01008768,4745323.09,482,9845.07,8140.73
S02001640,S01008769,3874950.45,476,8140.65,6820.12
S02001640,S01008770,2775376.61,277,10019.41,8662.04
S02001640,S01008771,5088396.43,549,9268.48,8140.73
S02001641,S01008772,4793094.15,385,12449.6,9144.7
S02001641,S01008773,3993893.95,503,7940.15,6357.78
S02001641,S01008774,3682576.81,476,7736.51,6993.06
S02001641,S01008775,3643766.11,301,12105.54,10134.79
S02001641,S01008776,3140510.41,432,7269.7,6122.89
S02001641,S01008777,3087853.32,433,7131.3,5809.71
S02001642,S01008778,4900416.25,603,8126.73,6686.82
S02001642,S01008779,3145689.79,366,8594.78,7447.97
S02001642,S01008780,1561344.9,168,9293.72,7067.89
S02001642,S01008781,3513197.22,567,6196.12,5054.51
S02001642,S01008782,3353752.23,288,11644.97,7495.04
S02001642,S01008783,2115939.54,200,10579.7,7720.52
S02001642,S01008784,1352471.75,146,9263.51,6347.37
S02001643,S01008785,3160999.01,431,7334.1,6959.37
S02001643,S01008786,3216783.94,431,7463.54,6015.86
S02001643,S01008787,34698.71,6,5783.12,6734.89
S02001643,S01008788,2859060.46,336,8509.11,7260.65
S02001643,S01008789,2934661.05,344,8530.99,7188.31
S02001643,S01008790,3418552.03,360,9495.98,7926.66
S02001643,S01008791,4216805.75,485,8694.44,7855.3
S02001644,S01008792,4911322.1,490,10023.11,8035.68
S02001644,S01008793,1603344.9,213,7527.44,5439.05
S02001644,S01008794,2056624.38,299,6878.34,6202.18
S02001644,S01008795,4141460.85,562,7369.15,6666.01
S02001644,S01008796,3943912.78,508,7763.61,6145.69
S02001644,S01008797,3345968.29,465,7195.63,6267.59
S02001645,S01008798,2977629.34,435,6845.12,6015.86
S02001645,S01008799,2391722.5,315,7592.77,6274.53
S02001645,S01008800,3892140.73,615,6328.68,5713.58
S02001645,S01008801,3081116.95,457,6742.05,5633.3
S02001646,S01008802,2996738.35,494,6066.27,5283.45
S02001646,S01008803,3819565.91,537,7112.79,6155.6
S02001646,S01008804,1422478.69,265,5367.84,4187.31
S02001646,S01008805,2143827.55,264,8120.56,6319.13
S02001647,S01008806,4305859.27,575,7488.45,7279.48
S02001647,S01008807,3095371.66,433,7148.66,6250.74
S02001647,S01008808,3519118.93,360,9775.33,8536.17
S02001647,S01008809,6018041.63,359,16763.35,12518.33
S02001647,S01008810,3937440.04,373,10556.14,9210.11
S02001647,S01008811,5009627.35,403,12430.84,10764.12
S02001647,S01008812,2693382.56,274,9829.86,8279.48
S02001648,S01008813,3918956.39,425,9221.07,6889.99
S02001648,S01008814,4289012.88,399,10749.41,8423.19
S02001648,S01008815,2482503.47,349,7113.19,6103.07
S02001648,S01008816,1157523.29,168,6890.02,5872.65
S02001649,S01008817,3085607.53,410,7525.87,5652.63
S02001649,S01008818,4379977.21,545,8036.66,6734.39
S02001649,S01008819,4150451.93,371,11187.2,8901.88
S02001649,S01008820,4693951.44,560,8382.06,6658.08
S02001650,S01008821,4692006.94,256,18328.15,17764.12
S02001650,S01008822,5445596.63,289,18842.89,18163.53
S02001650,S01008823,4665610.51,284,16428.21,12317.15
S02001650,S01008824,5218153.62,435,11995.76,10544.1
S02001650,S01008825,3990600.59,276,14458.7,12249.75
S02001651,S01008826,3709748.27,363,10219.69,7743.31
S02001651,S01008827,7375645.19,276,26723.35,25293.86
S02001651,S01008828,6456863.23,429,15050.96,13173.44
S02001651,S01008829,5624441.03,303,18562.51,14971.26
S02001651,S01008830,5812476.71,384,15136.66,13192.27
S02001651,S01008831,6259187.31,344,18195.31,14323.59
S02001652,S01008832,5963738.35,364,16383.9,11335.48
S02001652,S01008833,7206696.73,423,17037.11,12578.79
S02001652,S01008834,8419371.66,521,16160.02,12980.18
S02001652,S01008835,4360315.16,404,10792.86,9646.18
S02001653,S01008836,3275032.71,396,8270.28,7316.65
S02001653,S01008837,4878751.24,655,7448.48,7058.47
S02001653,S01008838,6502952.43,650,10004.54,7226.46
S02001653,S01008839,5591154.61,560,9984.2,8150.15
S02001654,S01008840,5700593.66,513,11112.27,10269.57
S02001654,S01008841,2450280.48,295,8306.04,6917.74
S02001654,S01008842,4046734.39,444,9114.27,7310.7
S02001654,S01008843,4111247.77,446,9218.04,7329.53
S02001654,S01008844,2918259.66,397,7350.78,6068.38
S02001655,S01008845,6506522.3,564,11536.39,9654.61
S02001655,S01008846,5593506.44,416,13445.93,10594.65
S02001655,S01008847,4629852.33,294,15747.8,12905.35
S02001655,S01008848,5899752.23,401,14712.6,12112.98
S02001656,S01008849,8937408.33,574,15570.4,12656.1
S02001656,S01008850,8657289.4,469,18459.04,14866.2
S02001656,S01008851,7398601.59,652,11347.55,8498.51
S02001656,S01008852,12638192.27,623,20286.02,18276.51
S02001657,S01008853,3863997.03,293,13187.7,11883.05
S02001657,S01008854,6921442.02,491,14096.62,12404.36
S02001657,S01008855,7283455.9,678,10742.56,8882.56
S02001657,S01008856,2888623.39,272,10619.94,9502.97
S02001658,S01008857,5070944.5,466,10881.86,9127.35
S02001658,S01008858,4607950.45,346,13317.78,10671.46
S02001658,S01008859,5353594.65,528,10139.38,8415.76
S02001658,S01008860,5567835.48,528,10545.14,8670.96
S02001658,S01008861,8134087.22,383,21237.83,19473.74
S02001658,S01008862,6008400.4,550,10924.36,8070.86
S02001658,S01008863,4976498.51,405,12287.65,9665.01
S02001659,S01008864,4099091.18,333,12309.58,9911.79
S02001659,S01008865,4945049.55,394,12550.89,12181.86
S02001659,S01008866,4892783.94,458,10682.93,9389
S02001659,S01008867,7640603.57,427,17893.69,15739.35
S02001660,S01008868,15822659.07,840,18836.5,14475.22
S02001660,S01008869,11136696.73,662,16822.8,14618.93
S02001660,S01008870,6395702.68,398,16069.6,13292.86
S02001660,S01008871,10970217.05,616,17808.79,15829.53
S02001660,S01008872,7614384.54,448,16996.39,14630.33
S02001660,S01008873,6896645.19,354,19482.05,14080.28
S02001660,S01008874,5127376.61,510,10053.68,9333.5
S02001661,S01008875,4380960.36,466,9401.2,7440.54
S02001661,S01008876,3501645.19,234,14964.3,13514.37
S02001661,S01008877,3467627.35,240,14448.45,14771.56
S02001661,S01008878,5254740.34,465,11300.52,10076.31
S02001661,S01008879,4874878.1,407,11977.59,11029.73
S02001661,S01008880,3829238.85,292,13113.83,11269.08
S02001662,S01008881,5680684.84,298,19062.7,17690.29
S02001662,S01008882,10967335.98,425,25805.5,24390.49
S02001662,S01008883,10509970.27,369,28482.3,26943.51
S02001662,S01008884,7160124.88,305,23475.82,23728.44
S02001662,S01008885,9213422.2,349,26399.49,25464.82
S02001663,S01008886,4803054.51,398,12067.98,9827.06
