MSOA,LSOA,Consumption (kWh),Number of meters,Mean consumption (kWh per meter),Median consumption (kWh per meter)
S02001663,S01008887,5256355.8,325,16173.4,15557.98
S02001663,S01008888,2709768.09,324,8363.48,7259.66
S02001663,S01008889,4064222.99,453,8971.79,6928.64
S02001663,S01008890,5191820.61,308,16856.56,15780.97
S02001663,S01008891,5963090.19,347,17184.7,16522.3
S02001664,S01008892,4615449.95,343,13456.12,12191.28
S02001664,S01008893,8104915.76,367,22084.24,21665.01
S02001664,S01008894,7447000,317,23492.11,22778
S02001664,S01008895,6823803.77,304,22446.72,21995.04
S02001664,S01008896,4460824.58,252,17701.68,16531.71
S02001664,S01008897,6049286.42,318,19022.91,18296.33
S02001664,S01008898,7767284.44,344,22579.32,21927.16
S02001665,S01008899,3805366.7,381,9987.84,9402.38
S02001665,S01008900,4384991.08,413,10617.41,9921.7
S02001665,S01008901,3972294.35,364,10912.9,10445.99
S02001665,S01008902,4099457.88,464,8835.04,8206.64
S02001665,S01008903,5007980.18,443,11304.7,10685.83
S02001666,S01008904,3643872.15,405,8997.22,7992.07
S02001666,S01008905,2099809.71,267,7864.46,7564.92
S02001666,S01008906,1915889,245,7819.96,6918.73
S02001666,S01008907,2986127.85,370,8070.62,6836.97
S02001666,S01008908,6455573.84,756,8539.12,8209.61
S02001667,S01008909,3689947.47,377,9787.66,9321.11
S02001667,S01008910,2202899.9,227,9704.4,9361.74
S02001667,S01008911,5423269.57,735,7378.6,6995.04
S02001667,S01008912,4501894.95,358,12575.13,12290.39
S02001667,S01008913,3068245.79,266,11534.76,11310.21
S02001667,S01008914,5117652.13,409,12512.6,11754.21
S02001667,S01008915,3367672.94,244,13801.94,12320.12
S02001668,S01008916,4621593.66,555,8327.2,7464.82
S02001668,S01008917,2564025.77,358,7162.08,6604.56
S02001668,S01008918,1951794.85,314,6215.91,5925.67
S02001668,S01008919,2005223.98,256,7832.91,7225.97
S02001669,S01008920,5116896.93,556,9203.05,7899.9
S02001669,S01008921,3723742.32,393,9475.17,7664.02
S02001669,S01008922,3203671.95,353,9075.56,8507.43
S02001669,S01008923,2914785.93,357,8164.67,7564.92
S02001670,S01008924,3324852.33,353,9418.85,8917.74
S02001670,S01008925,1357401.39,144,9426.4,8952.43
S02001670,S01008926,2236608.52,243,9204.15,8928.64
S02001670,S01008927,3466708.62,530,6540.96,5730.43
S02001670,S01008928,3881460.85,386,10055.6,8447.97
S02001671,S01008929,870542.12,104,8370.6,7257.19
S02001671,S01008930,2957134.79,333,8880.28,8165.51
S02001671,S01008931,4684222,602,7781.1,7520.32
S02001671,S01008932,1243296.33,131,9490.81,9097.13
S02001671,S01008933,2266637.26,259,8751.5,7523.29
S02001671,S01008934,3282699.7,341,9626.69,9646.18
S02001672,S01008935,4921325.07,317,15524.68,15797.82
S02001672,S01008936,3465647.18,158,21934.48,20081.76
S02001672,S01008937,5799223.98,434,13362.27,11373.14
S02001672,S01008938,5371848.36,291,18459.96,17431.12
S02001672,S01008939,5310087.22,331,16042.56,15714.57
S02001672,S01008940,6419975.22,246,26097.46,22936.08
S02001673,S01008941,8114301.29,385,21076.11,19130.82
S02001673,S01008942,4732795.84,282,16782.96,16046.58
S02001673,S01008943,8106929.63,339,23914.25,23229.93
S02001674,S01008944,8703911.79,377,23087.3,20502.48
S02001674,S01008945,7150466.8,311,22991.85,21741.33
S02001674,S01008946,7928362.74,377,21030.14,20098.12
S02001674,S01008947,7709765.11,386,19973.48,19674.93
S02001675,S01008948,5624062.44,306,18379.29,16461.84
S02001675,S01008949,4979151.64,418,11911.85,11207.63
S02001675,S01008950,5345420.22,417,12818.75,11622.4
S02001675,S01008951,4106050.55,432,9504.75,8821.11
S02001675,S01008952,3453331.02,410,8422.76,8256.69
S02001675,S01008953,5062055.5,420,12052.51,11506.44
S02001675,S01008954,4334266.6,404,10728.38,10001.98
S02001676,S01008955,4120228.94,257,16032.02,14695.74
S02001676,S01008956,3625145.69,351,10328.05,9271.56
S02001676,S01008957,5151532.21,406,12688.5,11837.46
S02001676,S01008958,3771325.07,416,9065.69,7690.29
S02001676,S01008959,4391361.74,372,11804.74,11614.47
S02001677,S01008960,6146556.99,450,13659.02,12241.33
S02001677,S01008961,4162054.51,299,13919.91,11697.72
S02001677,S01008962,3650383.55,272,13420.53,12145.69
S02001677,S01008963,5862005.95,322,18204.99,16652.13
S02001677,S01008964,4898766.11,231,21206.78,20675.92
S02001677,S01008965,6900717.54,349,19772.83,19745.29
S02001677,S01008966,4336707.63,252,17209.16,16824.58
S02001678,S01008967,8704895.94,428,20338.54,19928.64
S02001678,S01008968,10057551.04,718,14007.73,12835.48
S02001678,S01008969,6686794.85,440,15197.26,14279.48
S02001679,S01008970,8475135.78,453,18708.91,17391.48
S02001679,S01008971,5579651.14,273,20438.28,19487.61
S02001679,S01008972,6595793.86,306,21554.88,19686.32
S02001679,S01008973,6077795.84,453,13416.77,11036.67
S02001679,S01008974,5746463.83,359,16006.86,14543.11
S02001679,S01008975,3908788.9,344,11362.76,9445
S02001679,S01008976,3972112.98,202,19663.93,18526.26
S02001680,S01008977,4833473.74,275,17576.27,17220.02
S02001680,S01008978,2555886.03,245,10432.19,10098.12
S02001680,S01008979,2920658.08,305,9575.93,9022.79
S02001680,S01008980,3503445.99,330,10616.5,10312.69
S02001681,S01008981,4915491.58,320,15360.91,14719.52
S02001681,S01008982,3507169.47,349,10049.2,9410.31
S02001681,S01008983,2415989.1,274,8817.48,8525.27
S02001681,S01008984,2240078.3,221,10136.1,9507.43
S02001681,S01008985,4572861.25,475,9627.08,8140.73
S02001681,S01008986,4599119.92,334,13769.82,13205.65
S02001682,S01008987,4567967.29,328,13926.73,13606.05
S02001682,S01008988,5092321.11,459,11094.38,9674.93
S02001682,S01008989,2968091.18,329,9021.55,8704.66
S02001682,S01008990,5600577.8,547,10238.72,8739.35
S02001682,S01008991,3858073.34,334,11551.12,10360.26
S02001682,S01008992,2887889.99,263,10980.57,8989.1
S02001683,S01008993,4695306.24,273,17198.92,15688.8
S02001683,S01008994,4606428.15,341,13508.59,12657.09
S02001683,S01008995,5013556,317,15815.63,14804.76
S02001683,S01008996,5023745.29,378,13290.33,11720.52
S02001684,S01008997,5526004.96,363,15223.15,13276.51
S02001684,S01008998,2624864.22,258,10173.89,9521.31
S02001684,S01008999,5873040.63,423,13884.26,12183.35
S02001684,S01009000,7060220.02,511,13816.48,12745.29
S02001684,S01009001,4309061.45,324,13299.57,13157.09
S02001684,S01009002,12634947.47,973,12985.56,11781.96
S02001685,S01009003,7560438.06,419,18044,16604.56
S02001685,S01009004,3354126.86,259,12950.3,12484.64
S02001685,S01009005,3692910.8,325,11362.8,10247.77
S02001685,S01009006,4217686.82,302,13965.85,12618.43
S02001685,S01009007,3305902.87,281,11764.78,10886.03
S02001685,S01009008,6926641.23,434,15960,14666.5
S02001686,S01009009,2000963.33,219,9136.82,8973.24
S02001686,S01009010,4959256.69,356,13930.5,13657.09
S02001686,S01009011,4592799.8,319,14397.49,14278.49
S02001686,S01009012,4111804.76,290,14178.64,13521.31
S02001686,S01009013,4902223.98,351,13966.45,13075.32
S02002254,S01012019,5393847.37,365,14777.66,14037.66
S02002254,S01012020,4742369.67,357,13283.95,11359.76
S02002254,S01012021,3962527.25,218,18176.73,17690.78
S02002254,S01012022,3747911.79,287,13058.93,12476.71
S02002255,S01012023,1739561.94,95,18311.18,16361.74
S02002255,S01012024,5273631.32,341,15465.19,14373.64
S02002255,S01012025,4413338.95,295,14960.47,14561.94
S02002255,S01012026,4074497.52,214,19039.71,18790.39
S02002255,S01012027,3810267.59,237,16077.08,14375.62
S02002256,S01012028,8098497.52,367,22066.75,21094.15
S02002256,S01012029,8839997.03,657,13455.09,11334.99
S02002256,S01012030,7880052.53,544,14485.39,12327.06
S02002256,S01012031,5728318.14,241,23768.95,23507.43
S02002256,S01012032,1142579.78,48,23803.75,21698.22
S02002257,S01012033,5679145.69,369,15390.64,14570.86
S02002257,S01012034,5559927.65,384,14478.98,12490.58
S02002257,S01012035,6648119.92,422,15753.84,14342.91
S02002257,S01012036,6354338.95,372,17081.56,13969.28
S02002258,S01012037,4441330.03,427,10401.24,9886.03
S02002258,S01012038,4240471.75,373,11368.56,11047.57
S02002258,S01012039,4964648.17,439,11308.99,10909.81
S02002258,S01012040,4139970.27,239,17322.05,16534.19
S02002258,S01012041,4528227.95,359,12613.45,11826.56
S02002258,S01012042,6144994.05,465,13215.04,13020.81
S02002259,S01012043,4344189.3,369,11772.87,10664.02
S02002259,S01012044,5074488.6,475,10683.13,9965.31
S02002259,S01012045,6414577.8,577,11117.12,8204.16
S02002259,S01012046,3988192.27,392,10173.96,8723.98
S02002260,S01012047,3947905.85,382,10334.83,8826.56
S02002260,S01012048,3856444,387,9964.97,8024.78
S02002260,S01012049,3442254.71,329,10462.78,9312.19
S02002260,S01012050,3902953.42,389,10033.3,9110.01
S02002260,S01012051,3163349.85,236,13404.02,13205.65
S02002261,S01012052,5258177.4,439,11977.63,10439.05
S02002261,S01012053,3740435.08,363,10304.23,10487.61
S02002261,S01012054,3312302.28,444,7460.14,7105.05
S02002261,S01012055,4561879.09,454,10048.19,10042.12
S02002261,S01012056,4618987.12,324,14256.13,12887.51
S02002262,S01012057,5252114.97,315,16673.38,15460.85
S02002262,S01012058,5319138.75,324,16417.09,15587.71
S02002262,S01012059,5018808.72,408,12301,11742.81
S02002262,S01012060,4762905.85,339,14049.87,12884.04
S02002262,S01012061,8040020.81,459,17516.39,16040.63
S02002262,S01012062,7128119.92,511,13949.35,12373.64
S02002263,S01012063,2361912.78,201,11750.81,11164.52
S02002263,S01012064,2677720.52,290,9233.52,9140.73
S02002263,S01012065,2292248.76,257,8919.26,8619.43
S02002263,S01012066,3843307.23,407,9443.02,9056.49
S02002263,S01012067,2533206.14,252,10052.41,8403.87
S02002263,S01012068,2602778.99,259,10049.34,8932.61
S02002263,S01012069,2505858.28,319,7855.36,6765.11
S02002264,S01012070,3223713.58,455,7085.08,5875.12
S02002264,S01012071,4005206.14,552,7255.81,5701.19
S02002264,S01012072,4681658.08,561,8345.2,7234.89
S02002264,S01012073,3279363.73,314,10443.83,9024.78
S02002265,S01012074,2873829.53,233,12334.03,11180.38
S02002265,S01012075,3871445.99,263,14720.33,14592.67
S02002265,S01012076,3679600.59,375,9812.27,9230.92
S02002265,S01012077,3431113.97,342,10032.5,9847.87
S02002265,S01012078,4270660.06,357,11962.63,11208.13
S02002265,S01012079,4541182.36,420,10812.34,10665.51
S02002265,S01012080,3052079.29,358,8525.36,8102.58
S02002266,S01012081,3710549.06,398,9322.99,8991.08
S02002266,S01012082,3206863.23,320,10021.45,10252.23
S02002266,S01012083,3244579.78,339,9571.03,9096.13
S02002266,S01012084,3136210.11,232,13518.15,12904.86
S02002266,S01012085,3998039.64,289,13834.05,13974.23
S02002266,S01012086,4744462.83,439,10807.43,10455.9
S02002266,S01012087,4752023.79,358,13273.81,12796.83
S02002267,S01012088,3806124.88,230,16548.37,15184.34
S02002267,S01012089,5200295.34,323,16099.99,15179.39
S02002267,S01012090,7728236.87,348,22207.58,21227.95
S02002267,S01012091,2869856.29,232,12370.07,11679.39
S02002267,S01012092,3231796.83,213,15172.76,13379.58
S02002267,S01012093,2755998.02,187,14737.96,11831.52
S02002267,S01012094,6367314.17,309,20606.19,19158.57
S02002268,S01012095,4865951.44,342,14227.93,13541.13
S02002268,S01012096,4749100.1,387,12271.58,11845.39
S02002268,S01012097,3647180.38,290,12576.48,11748.76
S02002268,S01012098,3511281.47,270,13004.75,12263.13
S02002268,S01012099,3830946.48,316,12123.25,11937.56
S02002269,S01012100,5765952.43,473,12190.17,11506.44
S02002269,S01012101,6627446.98,307,21587.78,19143.71
S02002269,S01012102,3151061.45,324,9725.5,9710.6
S02002269,S01012103,5131605.55,420,12218.11,11460.36
S02002270,S01012104,5734474.73,353,16244.97,15958.37
S02002270,S01012105,7197278.49,478,15057.07,13490.58
S02002270,S01012106,6704890.98,408,16433.56,14051.04
S02002270,S01012107,7008966.3,276,25394.81,21128.34
S02002271,S01012108,1901541.13,174,10928.4,9748.27
S02002271,S01012109,3995524.28,477,8376.36,6992.07
S02002271,S01012110,4946832.51,493,10034.14,8714.57
S02002271,S01012111,3024691.77,336,9002.06,8547.08
S02002271,S01012112,5177861.25,411,12598.2,10678.89
S02002271,S01012113,6113903.87,504,12130.76,11762.64
S02002271,S01012114,6838925.67,349,19595.78,15970.27
S02002272,S01012115,2716473.74,243,11178.9,11412.29
S02002272,S01012116,3068059.46,265,11577.58,11516.35
S02002272,S01012117,6639751.24,492,13495.43,12471.75
S02002272,S01012118,3693026.76,215,17176.87,15947.47
S02002272,S01012119,5250324.08,337,15579.6,14966.3
S02002273,S01012120,3520862.24,258,13646.75,12553.02
S02002273,S01012121,4652939.54,436,10671.88,10353.82
S02002273,S01012122,4120190.29,312,13205.74,13627.85
S02002273,S01012123,2869414.27,186,15426.96,12853.82
S02002273,S01012124,2326805.75,250,9307.22,8747.77
S02002273,S01012125,3389941.53,417,8129.36,7328.05
S02002274,S01012126,3508580.77,301,11656.41,10758.18
S02002274,S01012127,6683319.13,743,8995.05,6823.59
S02002274,S01012128,2391446.98,323,7403.86,6015.86
S02002274,S01012129,4177904.86,405,10315.81,7911.79
S02002274,S01012130,3221676.91,389,8281.95,5870.17
S02002274,S01012131,5446165.51,577,9438.76,7600.59
S02002274,S01012132,3374922.7,414,8151.99,6685.83
S02002274,S01012133,4333795.84,428,10125.69,8320.12
S02002275,S01012134,5987615.46,407,14711.59,12359.76
S02002275,S01012135,3913066.4,573,6829.09,6076.31
S02002275,S01012136,3665540.14,491,7465.46,6430.13
S02002275,S01012137,4110854.31,527,7800.48,6008.92
S02002275,S01012138,7342681.86,480,15297.25,12435.58
S02002275,S01012139,5431965.31,447,12152.05,11584.74
S02002275,S01012140,4747142.72,237,20030.14,19189.3
S02002276,S01012141,6837320.12,398,17179.2,17015.36
S02002276,S01012142,8376282.46,395,21205.78,20268.58
S02002276,S01012143,8305305.25,379,21913.73,20873.14
S02002276,S01012144,7636406.34,446,17121.99,16643.71
S02002276,S01012145,8877586.72,391,22704.83,21620.42
S02002277,S01012146,5143619.43,587,8762.55,7637.26
S02002277,S01012147,3461713.58,406,8526.39,7989.1
S02002277,S01012148,3185172.45,367,8678.94,8195.24
S02002277,S01012149,4067403.37,322,12631.69,11793.36
S02002277,S01012150,4088698.71,426,9597.88,9116.95
S02002277,S01012151,3213159.56,304,10569.6,9860.26
S02002277,S01012152,2865790.88,381,7521.76,6445
S02002278,S01012153,3728036.67,353,10561.01,6889.99
S02002278,S01012154,3054845.39,433,7055.07,5507.43
S02002278,S01012155,3173443.01,326,9734.49,7448.96
S02002278,S01012156,3506864.22,396,8855.72,7755.7
S02002278,S01012157,3389084.24,340,9967.89,9646.68
S02002278,S01012158,5978823.59,415,14406.8,11017.84
S02002279,S01012159,3406767.1,235,14496.88,13833.5
S02002279,S01012160,3905103.07,285,13702.12,13026.76
S02002279,S01012161,2757765.11,220,12535.3,12468.29
S02002279,S01012162,4580300.3,480,9542.29,8450.45
S02002279,S01012163,3583705.65,366,9791.55,7868.19
S02002279,S01012164,4940460.85,411,12020.59,11389.49
S02002279,S01012165,3701464.82,421,8792.08,8919.72
S02002279,S01012166,2444985.13,256,9550.72,9015.86
S02002279,S01012167,3851848.36,391,9851.27,9338.95
S02002280,S01012168,5543613.48,368,15064.17,14357.78
S02002280,S01012169,5648973.24,426,13260.5,12756.19
S02002280,S01012170,4696704.66,484,9703.94,9296.83
S02002280,S01012171,4246294.35,463,9171.26,8998.02
S02002280,S01012172,3079822.6,312,9871.23,9095.64
S02002280,S01012173,4972875.12,285,17448.68,17115.96
S02002281,S01012174,4335630.33,300,14452.1,14543.61
S02002281,S01012175,4076033.7,355,11481.79,10170.47
S02002281,S01012176,4363066.4,350,12465.9,12288.4
S02002281,S01012177,3274738.35,236,13876.01,13500
S02002281,S01012178,2765965.31,212,13047.01,12751.73
S02002281,S01012179,3130336.97,223,14037.39,12398.41
S02002281,S01012180,3209521.31,255,12586.36,11804.76
S02002281,S01012181,5671783.94,397,14286.61,11691.77
S02002282,S01012182,14931210.11,1087,13736.16,10906.84
S02002282,S01012183,4458643.21,552,8077.25,7760.16
S02002282,S01012184,3032142.72,396,7656.93,6538.65
S02002282,S01012185,3818097.13,450,8484.66,7059.96
S02002282,S01012186,3921720.52,347,11301.79,10866.2
S02002282,S01012187,3382323.09,365,9266.64,8596.63
S02002283,S01012188,3260995.04,246,13256.08,13023.29
S02002283,S01012189,3140354.81,239,13139.56,12746.28
S02002283,S01012190,2712694.75,205,13232.66,12686.82
S02002283,S01012191,5013982.16,297,16882.09,16331.02
S02002283,S01012192,3192407.33,176,18138.68,16644.7
S02002283,S01012193,2862422.2,179,15991.19,15883.05
S02002283,S01012194,3246145.69,176,18444.01,18445.49
S02002283,S01012195,5701705.65,417,13673.16,13142.72
S02002283,S01012196,3176866.2,179,17747.86,17921.7
S02002284,S01012197,4179132.8,312,13394.66,12754.21
S02002284,S01012198,4451547.08,373,11934.44,11239.84
S02002284,S01012199,4410391.48,318,13869.16,13430.62
S02002284,S01012200,3704657.09,279,13278.34,12890.98
S02002284,S01012201,4310200.2,314,13726.75,13284.44
S02002284,S01012202,3227823.59,236,13677.22,13082.76
S02002284,S01012203,4692919.72,308,15236.75,14526.76
S02002285,S01012204,3863832.51,261,14803.96,14548.07
S02002285,S01012205,4342215.06,274,15847.5,15001.98
S02002285,S01012206,4263897.92,306,13934.31,13590.68
S02002285,S01012207,4777259.66,386,12376.32,12239.84
S02002285,S01012208,6223612.49,442,14080.57,13458.87
S02002285,S01012209,4179493.56,308,13569.78,13218.04
S02002285,S01012210,4052689.79,352,11513.32,11056
S02002286,S01012211,5680676.91,403,14095.97,13535.18
S02002286,S01012212,4811312.19,303,15878.92,15686.82
S02002286,S01012213,5279385.53,337,15665.83,15450.94
S02002286,S01012214,5975260.65,295,20255.12,18615.46
S02002286,S01012215,4738211.1,313,15138.05,14487.61
S02002286,S01012216,5925524.28,278,21314.84,20199.21
S02002287,S01012217,1980954.41,241,8219.73,7743.31
S02002287,S01012218,1926243.81,226,8523.2,7975.22
S02002287,S01012219,4567337.96,414,11032.22,9759.66
S02002287,S01012220,1226812.69,107,11465.54,10733.4
S02002287,S01012221,4149820.61,332,12499.46,10907.33
S02002287,S01012222,4211252.73,409,10296.46,9557.98
S02002288,S01012223,2870076.31,324,8858.26,8632.8
S02002288,S01012224,3291595.64,330,9974.53,9346.38
S02002288,S01012225,4597994.05,433,10618.92,10359.76
S02002288,S01012226,3432575.82,270,12713.24,12677.9
S02002288,S01012227,3173179.39,238,13332.69,13127.85
S02002288,S01012228,2894981.17,237,12215.11,11797.82
S02002289,S01012229,3997068.38,317,12609.05,11234.89
S02002289,S01012230,5778189.3,391,14777.98,13987.12
S02002289,S01012231,5500694.75,285,19300.68,18153.62
S02002289,S01012232,5226077.3,314,16643.56,15508.42
S02002290,S01012233,6549317.15,335,19550.2,18828.54
S02002290,S01012234,7474501.49,387,19313.96,17999.01
S02002290,S01012235,5014070.37,217,23106.32,21112.98
S02002290,S01012236,5024853.32,316,15901.43,14385.03
S02002291,S01012237,9077793.86,314,28910.17,25594.15
S02002291,S01012238,3247290.39,292,11120.86,10491.08
S02002291,S01012239,3344917.74,283,11819.5,9788.9
S02002291,S01012240,5892931.62,396,14881.14,13181.37
S02002291,S01012241,5445526.26,224,24310.39,23787.91
S02002291,S01012242,7909886.03,305,25934.05,24496.53
S02002291,S01012243,5531902.87,250,22127.61,20204.66
